prop_id,click_bool_rate,booking_bool_rate
3180,0.043010752688172046,0.043010752688172046
5543,0.06147540983606557,0.05327868852459016
14142,0.026845637583892617,0.013422818791946308
22393,0.013793103448275862,0.013793103448275862
24194,0.01951219512195122,0.014634146341463415
28181,0.08055555555555556,0.075
34263,0.03208556149732621,0.03208556149732621
37567,0.012578616352201259,0.012578616352201259
50162,0.0410958904109589,0.03424657534246575
54937,0.058524173027989825,0.05089058524173028
56050,0.028985507246376812,0.028985507246376812
61632,0.0,0.0
61934,0.036011080332409975,0.027700831024930747
63894,0.024390243902439025,0.018292682926829267
72090,0.005780346820809248,0.005780346820809248
73666,0.02564102564102564,0.005128205128205128
74045,0.03255813953488372,0.03255813953488372
78599,0.03056768558951965,0.03056768558951965
82231,0.022727272727272728,0.011363636363636364
89466,0.0,0.0
90385,0.04245283018867924,0.0330188679245283
94729,0.03208556149732621,0.026737967914438502
95031,0.031914893617021274,0.02127659574468085
99484,0.05898876404494382,0.047752808988764044
123675,0.0,0.0
128085,0.03015075376884422,0.020100502512562814
128871,0.006535947712418301,0.006535947712418301
134992,0.006622516556291391,0.0
139162,0.01875,0.0125
6533,0.07692307692307693,0.0641025641025641
11425,0.08235294117647059,0.07058823529411765
22325,0.058823529411764705,0.0
24915,0.013333333333333334,0.013333333333333334
27753,0.043478260869565216,0.043478260869565216
32382,0.05263157894736842,0.05263157894736842
43133,0.013333333333333334,0.013333333333333334
43362,0.03125,0.03125
45550,0.056338028169014086,0.056338028169014086
46861,0.027777777777777776,0.013888888888888888
47238,0.056818181818181816,0.03409090909090909
47377,0.03508771929824561,0.017543859649122806
63039,0.125,0.03125
64168,0.0,0.0
71543,0.0,0.0
79176,0.02040816326530612,0.02040816326530612
80734,0.0,0.0
90968,0.0,0.0
91337,0.046511627906976744,0.046511627906976744
93176,0.051094890510948905,0.0364963503649635
96614,0.08139534883720931,0.06976744186046512
119120,0.0,0.0
124819,0.013333333333333334,0.013333333333333334
131397,0.0,0.0
131940,0.02857142857142857,0.02857142857142857
131968,0.0,0.0
132637,0.0,0.0
5333,0.3333333333333333,0.0
22970,0.0,0.0
24695,0.0,0.0
31470,0.0,0.0
49926,0.0,0.0
55152,0.0,0.0
71770,0.0,0.0
83424,0.3333333333333333,0.0
103320,0.5,0.0
139558,0.0,0.0
6514,0.03125,0.0
6536,0.05,0.0
8891,0.06666666666666667,0.0
18768,0.03614457831325301,0.024096385542168676
20852,0.02702702702702703,0.02702702702702703
28031,0.02608695652173913,0.008695652173913044
28570,0.0684931506849315,0.0410958904109589
36908,0.0,0.0
42035,0.05128205128205128,0.02564102564102564
48813,0.0,0.0
55244,0.03333333333333333,0.022222222222222223
63861,0.011235955056179775,0.0
80954,0.0,0.0
85859,0.014492753623188406,0.0
88320,0.0,0.0
89375,0.05102040816326531,0.0
92347,0.036585365853658534,0.0
95338,0.11764705882352941,0.029411764705882353
97821,0.044444444444444446,0.03333333333333333
100665,0.13333333333333333,0.08888888888888889
107796,0.0,0.0
110442,0.13043478260869565,0.13043478260869565
112814,0.061224489795918366,0.02040816326530612
113456,0.043478260869565216,0.03260869565217391
130919,0.05263157894736842,0.0
139434,0.11320754716981132,0.03773584905660377
140094,0.0,0.0
1147,0.04395604395604396,0.03296703296703297
10987,0.014184397163120567,0.014184397163120567
11203,0.014598540145985401,0.0
23777,0.06382978723404255,0.047872340425531915
31281,0.043795620437956206,0.0364963503649635
37420,0.018691588785046728,0.009345794392523364
37616,0.014285714285714285,0.0
39517,0.050314465408805034,0.050314465408805034
40475,0.05263157894736842,0.0
43662,0.017045454545454544,0.005681818181818182
56573,0.027600849256900213,0.014861995753715499
59466,0.14457831325301204,0.0783132530120482
62403,0.011695906432748537,0.011695906432748537
78989,0.09615384615384616,0.057692307692307696
79561,0.0,0.0
80396,0.06790123456790123,0.05555555555555555
83789,0.037267080745341616,0.018633540372670808
84447,0.0,0.0
90052,0.0,0.0
92193,0.01694915254237288,0.0
94138,0.010101010101010102,0.010101010101010102
101198,0.06432748538011696,0.03508771929824561
103583,0.0,0.0
109983,0.02857142857142857,0.014285714285714285
123801,0.05,0.03125
129263,0.03308823529411765,0.01838235294117647
136210,0.03680981595092025,0.012269938650306749
11702,0.0,0.0
18714,0.037383177570093455,0.028037383177570093
19917,0.0070921985815602835,0.0070921985815602835
22204,0.09027777777777778,0.05555555555555555
23470,0.0967741935483871,0.08602150537634409
28164,0.019417475728155338,0.009708737864077669
31124,0.03546099290780142,0.02127659574468085
43211,0.06521739130434782,0.043478260869565216
43598,0.035398230088495575,0.035398230088495575
51601,0.024793388429752067,0.024793388429752067
52624,0.046153846153846156,0.038461538461538464
52891,0.04807692307692308,0.038461538461538464
53478,0.059322033898305086,0.0423728813559322
58170,0.0,0.0
61719,0.0594059405940594,0.0594059405940594
67943,0.06349206349206349,0.06349206349206349
69531,0.0,0.0
73924,0.047619047619047616,0.04081632653061224
75191,0.08029197080291971,0.06569343065693431
76397,0.03409090909090909,0.03409090909090909
78574,0.04424778761061947,0.04424778761061947
81129,0.03333333333333333,0.011111111111111112
84922,0.03529411764705882,0.03529411764705882
101337,0.008620689655172414,0.008620689655172414
104778,0.008264462809917356,0.0
107606,0.03676470588235294,0.029411764705882353
111666,0.04201680672268908,0.04201680672268908
112543,0.013333333333333334,0.0
113015,0.01910828025477707,0.006369426751592357
122680,0.034482758620689655,0.022988505747126436
133247,0.05357142857142857,0.03571428571428571
133385,0.010638297872340425,0.010638297872340425
9522,0.024934383202099737,0.009186351706036745
11414,0.03735632183908046,0.015804597701149427
18569,0.032467532467532464,0.012987012987012988
18859,0.01875901875901876,0.005772005772005772
27711,0.033205619412515965,0.020434227330779056
31442,0.1607843137254902,0.08758169934640522
31945,0.04520396912899669,0.014332965821389196
33163,0.034420289855072464,0.021739130434782608
35043,0.07879490150637311,0.039397450753186555
37788,0.05754614549402823,0.023887079261672096
40463,0.08997429305912596,0.038560411311053984
41368,0.034934497816593885,0.008733624454148471
41585,0.06216505894962487,0.02679528403001072
42875,0.032806804374240585,0.015795868772782502
43966,0.04279279279279279,0.02252252252252252
44879,0.02295918367346939,0.00510204081632653
65983,0.03543307086614173,0.017716535433070866
67688,0.0694645441389291,0.04052098408104197
68783,0.02711864406779661,0.012429378531073447
70352,0.022727272727272728,0.010101010101010102
92698,0.0985277463193658,0.05889014722536806
99894,0.03866809881847476,0.018259935553168637
102112,0.0274442538593482,0.0137221269296741
110963,0.03375527426160337,0.004219409282700422
114777,0.03918918918918919,0.01891891891891892
121586,0.03741496598639456,0.017006802721088437
121665,0.04,0.0304
125447,0.03064516129032258,0.01935483870967742
125611,0.0210727969348659,0.007662835249042145
130968,0.03559322033898305,0.01864406779661017
131345,0.03527336860670194,0.008818342151675485
135195,0.0562429696287964,0.021372328458942633
137592,0.02508361204013378,0.010033444816053512
1798,0.16666666666666666,0.16666666666666666
13772,0.0,0.0
17725,0.014492753623188406,0.0
25440,0.0,0.0
70074,0.0625,0.0625
70485,0.0,0.0
74562,0.0,0.0
79799,0.04081632653061224,0.0
86456,0.0,0.0
88356,0.07142857142857142,0.03571428571428571
90165,0.1111111111111111,0.1111111111111111
92036,0.1,0.1
98210,0.0625,0.0
98818,0.0,0.0
102855,0.0,0.0
108917,0.02702702702702703,0.0
109174,0.0,0.0
109226,0.10526315789473684,0.10526315789473684
109492,0.09090909090909091,0.09090909090909091
116972,0.0625,0.0
117689,0.10869565217391304,0.021739130434782608
118530,0.0,0.0
129754,0.038461538461538464,0.0
590,0.0297029702970297,0.0297029702970297
15713,0.02857142857142857,0.01904761904761905
22792,0.16,0.14666666666666667
24520,0.042105263157894736,0.031578947368421054
32517,0.06306306306306306,0.05405405405405406
34989,0.0594059405940594,0.04950495049504951
58087,0.0,0.0
58147,0.019417475728155338,0.019417475728155338
59253,0.10909090909090909,0.08181818181818182
62331,0.07446808510638298,0.07446808510638298
64612,0.0,0.0
71789,0.05263157894736842,0.05263157894736842
76904,0.042735042735042736,0.02564102564102564
83393,0.10256410256410256,0.10256410256410256
86145,0.14864864864864866,0.14864864864864866
86372,0.05555555555555555,0.027777777777777776
96964,0.05263157894736842,0.05263157894736842
97545,0.0,0.0
104704,0.07766990291262135,0.04854368932038835
106205,0.102803738317757,0.08411214953271028
119788,0.011494252873563218,0.011494252873563218
131383,0.056074766355140186,0.04672897196261682
132465,0.03007518796992481,0.022556390977443608
138336,0.09523809523809523,0.05714285714285714
8078,0.04411764705882353,0.029411764705882353
11159,0.0,0.0
13703,0.0,0.0
16141,0.0967741935483871,0.06451612903225806
26949,0.028169014084507043,0.014084507042253521
27470,0.04285714285714286,0.0
28182,0.0196078431372549,0.0196078431372549
32851,0.014492753623188406,0.0
44243,0.020833333333333332,0.020833333333333332
47154,0.06944444444444445,0.06944444444444445
47388,0.01639344262295082,0.01639344262295082
50074,0.013513513513513514,0.013513513513513514
50413,0.012987012987012988,0.0
56082,0.0392156862745098,0.0
62345,0.03278688524590164,0.0
64114,0.045454545454545456,0.045454545454545456
67560,0.0,0.0
67764,0.03508771929824561,0.03508771929824561
68922,0.05263157894736842,0.05263157894736842
69132,0.09259259259259259,0.05555555555555555
74821,0.014492753623188406,0.0
76727,0.2459016393442623,0.16393442622950818
81765,0.11267605633802817,0.09859154929577464
89168,0.03225806451612903,0.0
99826,0.027777777777777776,0.0
100509,0.09615384615384616,0.057692307692307696
101180,0.0,0.0
106116,0.014084507042253521,0.014084507042253521
123206,0.1,0.07142857142857142
128293,0.06451612903225806,0.04838709677419355
131680,0.0,0.0
139570,0.07936507936507936,0.031746031746031744
30228,0.0,0.0
73258,0.3333333333333333,0.25
76563,0.07692307692307693,0.07692307692307693
87646,0.1,0.1
104384,0.0,0.0
118613,0.0,0.0
120801,0.0,0.0
121335,0.07692307692307693,0.07692307692307693
126397,0.0,0.0
5571,0.023809523809523808,0.011904761904761904
7881,0.00819672131147541,0.004098360655737705
24428,0.12195121951219512,0.04878048780487805
24890,0.019704433497536946,0.0049261083743842365
25672,0.0,0.0
31292,0.05714285714285714,0.02857142857142857
33676,0.03333333333333333,0.03333333333333333
56270,0.11458333333333333,0.09375
56887,0.07142857142857142,0.03571428571428571
59231,0.0,0.0
61662,0.061224489795918366,0.061224489795918366
74260,0.05357142857142857,0.05357142857142857
84958,0.09090909090909091,0.045454545454545456
88787,0.19480519480519481,0.14285714285714285
91053,0.061224489795918366,0.061224489795918366
100626,0.04979253112033195,0.02074688796680498
101302,0.06015037593984962,0.06015037593984962
103043,0.044444444444444446,0.022222222222222223
103250,0.0,0.0
103469,0.0392156862745098,0.02287581699346405
113593,0.028985507246376812,0.0
119027,0.043478260869565216,0.017391304347826087
125450,0.03592814371257485,0.017964071856287425
128062,0.09420289855072464,0.06521739130434782
129010,0.02702702702702703,0.013513513513513514
132662,0.07142857142857142,0.07142857142857142
133291,0.019704433497536946,0.0
133715,0.014705882352941176,0.0
138169,0.020833333333333332,0.0
139376,0.07058823529411765,0.03529411764705882
956,0.20833333333333334,0.16666666666666666
10186,0.0,0.0
16875,0.12,0.08
27718,0.13636363636363635,0.13636363636363635
30729,0.19047619047619047,0.19047619047619047
41299,0.038461538461538464,0.038461538461538464
54259,0.0,0.0
56038,0.0,0.0
57609,0.037037037037037035,0.037037037037037035
79384,0.0,0.0
80258,0.14814814814814814,0.14814814814814814
95939,0.037037037037037035,0.037037037037037035
101524,0.08695652173913043,0.08695652173913043
106375,0.0,0.0
122653,0.0,0.0
125853,0.0,0.0
750,0.011904761904761904,0.011904761904761904
12355,0.022727272727272728,0.0
15773,0.025974025974025976,0.025974025974025976
17654,0.023529411764705882,0.011764705882352941
21728,0.13793103448275862,0.09195402298850575
21870,0.1111111111111111,0.08641975308641975
27529,0.09876543209876543,0.06172839506172839
43404,0.07317073170731707,0.036585365853658534
43963,0.025974025974025976,0.025974025974025976
48237,0.0,0.0
48797,0.0594059405940594,0.04950495049504951
60844,0.09090909090909091,0.056818181818181816
60931,0.06976744186046512,0.06976744186046512
68811,0.0,0.0
69193,0.12,0.12
71445,0.02631578947368421,0.02631578947368421
72977,0.1111111111111111,0.08333333333333333
79350,0.047619047619047616,0.01904761904761905
86196,0.011494252873563218,0.0
99732,0.06172839506172839,0.04938271604938271
101849,0.04395604395604396,0.04395604395604396
105871,0.024691358024691357,0.012345679012345678
108102,0.1375,0.075
109339,0.05434782608695652,0.03260869565217391
113745,0.0,0.0
127938,0.045454545454545456,0.03409090909090909
128937,0.0379746835443038,0.02531645569620253
129573,0.01639344262295082,0.01639344262295082
132622,0.0410958904109589,0.0136986301369863
132633,0.04819277108433735,0.03614457831325301
134029,0.023529411764705882,0.011764705882352941
135300,0.0641025641025641,0.05128205128205128
4464,0.024390243902439025,0.024390243902439025
12482,0.046511627906976744,0.031007751937984496
12546,0.045871559633027525,0.045871559633027525
19117,0.04918032786885246,0.0
19940,0.029239766081871343,0.029239766081871343
20119,0.07758620689655173,0.05172413793103448
25177,0.010752688172043012,0.0
33301,0.0425531914893617,0.0425531914893617
33542,0.1476510067114094,0.11409395973154363
42659,0.08045977011494253,0.06896551724137931
46961,0.03546099290780142,0.028368794326241134
58289,0.02857142857142857,0.009523809523809525
58810,0.051470588235294115,0.03676470588235294
64692,0.1276595744680851,0.09574468085106383
65750,0.05660377358490566,0.03773584905660377
71774,0.024390243902439025,0.024390243902439025
75098,0.046511627906976744,0.023255813953488372
76437,0.007518796992481203,0.007518796992481203
79947,0.024096385542168676,0.012048192771084338
80873,0.021739130434782608,0.021739130434782608
88202,0.019230769230769232,0.019230769230769232
92879,0.05,0.025
97980,0.056338028169014086,0.056338028169014086
99017,0.0379746835443038,0.006329113924050633
104864,0.03787878787878788,0.022727272727272728
118293,0.0392156862745098,0.0
120880,0.07462686567164178,0.014925373134328358
121354,0.036036036036036036,0.018018018018018018
127015,0.030303030303030304,0.015151515151515152
129304,0.025,0.0
136582,0.029411764705882353,0.0
138694,0.04878048780487805,0.036585365853658534
138981,0.05027932960893855,0.03910614525139665
9677,0.03553299492385787,0.025380710659898477
50237,0.029940119760479042,0.005988023952095809
52097,0.02727272727272727,0.00909090909090909
55738,0.011049723756906077,0.0055248618784530384
56775,0.03954802259887006,0.03954802259887006
60230,0.031496062992125984,0.023622047244094488
68667,0.0427807486631016,0.03208556149732621
71045,0.015789473684210527,0.010526315789473684
84227,0.051094890510948905,0.051094890510948905
91753,0.0364963503649635,0.014598540145985401
106199,0.07692307692307693,0.0673076923076923
111938,0.015748031496062992,0.0
126234,0.08374384236453201,0.059113300492610835
127609,0.02666666666666667,0.013333333333333334
128472,0.014598540145985401,0.0
129713,0.011976047904191617,0.005988023952095809
4094,0.1111111111111111,0.1111111111111111
21337,0.03333333333333333,0.0
32631,0.16666666666666666,0.1111111111111111
33782,0.036036036036036036,0.036036036036036036
34279,0.02564102564102564,0.0
36199,0.045454545454545456,0.0
39073,0.006756756756756757,0.0
40876,0.0,0.0
45787,0.012738853503184714,0.006369426751592357
46797,0.0196078431372549,0.0
53814,0.0547945205479452,0.0547945205479452
56627,0.08,0.06
57589,0.018867924528301886,0.018867924528301886
63707,0.043478260869565216,0.0
76893,0.041666666666666664,0.041666666666666664
76974,0.037037037037037035,0.037037037037037035
86802,0.016666666666666666,0.0
90022,0.037037037037037035,0.037037037037037035
91041,0.045454545454545456,0.0
95876,0.0625,0.0625
98429,0.047619047619047616,0.034013605442176874
101238,0.0,0.0
106648,0.030612244897959183,0.0
114426,0.1111111111111111,0.0
117764,0.027777777777777776,0.027777777777777776
118521,0.0625,0.03125
131391,0.0,0.0
134503,0.04375,0.03125
138011,0.20833333333333334,0.125
4106,0.061855670103092786,0.037800687285223365
4435,0.0,0.0
9696,0.10294117647058823,0.06985294117647059
27788,0.22727272727272727,0.17575757575757575
49601,0.009584664536741214,0.006389776357827476
66648,0.07079646017699115,0.03982300884955752
96426,0.22121212121212122,0.15454545454545454
97937,0.054838709677419356,0.05161290322580645
105336,0.0,0.0
118188,0.19117647058823528,0.16470588235294117
119653,0.21764705882352942,0.14411764705882352
123706,0.0,0.0
2223,0.05,0.025
8168,0.0,0.0
34857,0.08196721311475409,0.08196721311475409
38139,0.025,0.025
66727,0.03225806451612903,0.0
136920,0.0967741935483871,0.06451612903225806
1263,0.06,0.04
2454,0.035211267605633804,0.007042253521126761
3797,0.026143790849673203,0.0
11166,0.0125,0.00625
12394,0.009345794392523364,0.0
19333,0.005494505494505495,0.005494505494505495
22449,0.015873015873015872,0.007936507936507936
23206,0.05063291139240506,0.02531645569620253
26521,0.026143790849673203,0.013071895424836602
32222,0.03225806451612903,0.0
39189,0.05970149253731343,0.04477611940298507
43779,0.05405405405405406,0.04504504504504504
44801,0.017964071856287425,0.017964071856287425
47784,0.0,0.0
54493,0.029411764705882353,0.029411764705882353
62019,0.0,0.0
67177,0.0425531914893617,0.010638297872340425
68101,0.0196078431372549,0.013071895424836602
68313,0.02727272727272727,0.01818181818181818
72360,0.029411764705882353,0.029411764705882353
74108,0.058823529411764705,0.01764705882352941
76759,0.07947019867549669,0.059602649006622516
76996,0.08,0.045
86231,0.023255813953488372,0.011627906976744186
101104,0.05970149253731343,0.03731343283582089
104446,0.03296703296703297,0.02197802197802198
105958,0.012195121951219513,0.0
114283,0.07027027027027027,0.04864864864864865
116133,0.03125,0.0
121972,0.013452914798206279,0.013452914798206279
130645,0.0,0.0
132403,0.01694915254237288,0.00847457627118644
133528,0.1506849315068493,0.0821917808219178
138168,0.02654867256637168,0.008849557522123894
5790,0.09090909090909091,0.05454545454545454
8432,0.0,0.0
13205,0.07042253521126761,0.04929577464788732
16423,0.056338028169014086,0.04225352112676056
16433,0.03870967741935484,0.025806451612903226
18076,0.032520325203252036,0.032520325203252036
19575,0.04580152671755725,0.030534351145038167
20801,0.058823529411764705,0.03361344537815126
25978,0.0,0.0
26537,0.0,0.0
38148,0.09433962264150944,0.07547169811320754
44308,0.022900763358778626,0.022900763358778626
44894,0.060810810810810814,0.0472972972972973
48064,0.046875,0.0390625
48147,0.035211267605633804,0.028169014084507043
48975,0.06993006993006994,0.055944055944055944
59647,0.05517241379310345,0.034482758620689655
60780,0.04411764705882353,0.029411764705882353
69793,0.06666666666666667,0.016666666666666666
74617,0.0136986301369863,0.00684931506849315
75082,0.07258064516129033,0.056451612903225805
86976,0.01834862385321101,0.009174311926605505
88262,0.11206896551724138,0.09482758620689655
108360,0.0472972972972973,0.0472972972972973
113967,0.0,0.0
114392,0.0423728813559322,0.025423728813559324
117782,0.04285714285714286,0.02857142857142857
120670,0.07333333333333333,0.04
124930,0.037037037037037035,0.027777777777777776
128433,0.0425531914893617,0.02127659574468085
130270,0.07317073170731707,0.04878048780487805
893,0.026143790849673203,0.016339869281045753
1934,0.014619883040935672,0.0
10404,0.025728987993138937,0.015437392795883362
16706,0.026143790849673203,0.02287581699346405
27348,0.02391304347826087,0.013043478260869565
29604,0.05112781954887218,0.03609022556390978
30184,0.04510108864696734,0.02177293934681182
38571,0.03268945022288262,0.02526002971768202
41488,0.04881656804733728,0.042899408284023666
42282,0.006535947712418301,0.0
48153,0.06456456456456457,0.05555555555555555
50984,0.019230769230769232,0.019230769230769232
